airline,source,destination,total_stops,additional_info,price,duration_in_min,journey_day,journey_month,dept_hour,dept_min,arrv_hour,arrv_min
Jet Airways,Delhi,Cochin,2,No Info,13376,830,12,6,14,35,4,25
IndiGo,Kolkata,Banglore,0,No Info,4148,155,27,3,15,10,17,45
Jet Airways,Delhi,Cochin,2,In-flight meal not included,9254,1380,27,3,5,25,4,25
Jet Airways,Banglore,Delhi,0,No Info,8016,185,24,6,18,55,22,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,180,1,5,17,45,20,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,180,12,5,17,45,20,45
Air Asia,Kolkata,Banglore,0,No Info,4409,150,15,4,19,55,22,25
Air India,Mumbai,Hyderabad,0,No Info,10082,90,1,3,13,55,15,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1200,18,5,14,5,10,5
SpiceJet,Banglore,Delhi,0,No Info,3971,160,3,4,5,55,8,35
IndiGo,Chennai,Kolkata,0,No Info,6297,140,15,3,7,55,10,15
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,160,9,5,5,55,8,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,510,21,5,14,5,22,35
IndiGo,Banglore,Delhi,0,No Info,4423,165,27,4,6,5,8,50
Jet Airways,Banglore,Delhi,1,No Info,19225,435,6,3,14,5,21,20
IndiGo,Chennai,Kolkata,0,No Info,6297,145,12,3,22,5,0,30
SpiceJet,Kolkata,Banglore,0,No Info,3849,140,6,3,22,20,0,40
Multiple carriers,Delhi,Cochin,1,No Info,15078,450,6,3,8,0,15,30
IndiGo,Kolkata,Banglore,1,No Info,4205,265,12,5,19,20,23,45
Air India,Banglore,Delhi,0,No Info,5228,170,27,5,13,20,16,10
Multiple carriers,Delhi,Cochin,1,No Info,7408,840,6,6,7,0,21,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,175,9,6,11,10,14,5
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,830,15,6,14,35,4,25
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,175,1,5,15,15,18,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,1225,21,3,8,0,4,25
Jet Airways,Delhi,Cochin,1,No Info,16079,540,21,5,10,0,19,0
Multiple carriers,Delhi,Cochin,1,No Info,13377,435,1,6,18,15,1,30
IndiGo,Banglore,Delhi,0,No Info,4823,175,3,6,18,55,21,50
Jet Airways,Kolkata,Banglore,1,No Info,14151,1075,15,5,17,0,10,55
GoAir,Kolkata,Banglore,1,No Info,6095,495,9,5,23,30,7,45
Air India,Delhi,Cochin,1,No Info,12029,555,27,5,10,0,19,15
Air India,Kolkata,Banglore,1,No Info,4437,965,6,4,19,0,11,5
IndiGo,Banglore,Delhi,0,No Info,3419,165,27,6,1,30,4,15
IndiGo,Banglore,Delhi,0,No Info,3943,170,1,4,10,10,13,0
Multiple carriers,Delhi,Cochin,1,No Info,13542,695,21,3,14,0,1,35
Air India,Delhi,Cochin,1,No Info,7174,320,27,6,17,40,23,0
IndiGo,Mumbai,Hyderabad,0,No Info,7417,85,9,3,9,10,10,35
Jet Airways,Delhi,Cochin,2,No Info,16704,900,9,5,13,25,4,25
Air India,Kolkata,Banglore,0,No Info,4435,155,18,3,20,45,23,20
Air Asia,Banglore,Delhi,0,No Info,3383,170,21,6,23,55,2,45
IndiGo,Kolkata,Banglore,0,No Info,4804,155,21,4,4,40,7,15
Air Asia,Banglore,Delhi,0,No Info,3383,170,27,5,4,55,7,45
IndiGo,Kolkata,Banglore,1,No Info,6991,320,24,5,15,10,20,30
Air India,Delhi,Cochin,2,No Info,10441,2295,9,5,5,0,19,15
IndiGo,Delhi,Cochin,1,No Info,5073,265,21,3,7,35,12,0
Multiple carriers,Delhi,Cochin,1,No Info,7695,915,21,3,10,20,1,35
Air India,Delhi,Cochin,1,No Info,7480,765,24,5,20,40,9,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1505,9,6,11,30,12,35
Jet Airways,Banglore,Delhi,1,No Info,13817,750,12,3,22,55,11,25
Jet Airways,Kolkata,Banglore,1,No Info,13067,575,21,5,9,35,19,10
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,6,6,13,15,14,45
IndiGo,Delhi,Cochin,1,No Info,6674,560,6,6,6,50,16,10
Air India,Mumbai,Hyderabad,2,No Info,16172,710,12,3,5,5,16,55
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7268,385,24,6,12,50,19,15
Jet Airways,Banglore,Delhi,1,No Info,17524,315,15,3,7,0,12,15
Multiple carriers,Delhi,Cochin,1,No Info,7888,450,21,5,18,0,1,30
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,6,6,19,5,20,35
Air India,Banglore,Delhi,3,No Info,10573,715,3,3,12,0,23,55
Multiple carriers,Delhi,Cochin,1,No Info,11789,440,9,6,11,40,19,0
Jet Airways,Kolkata,Banglore,1,No Info,13067,1365,6,5,20,25,19,10
IndiGo,Banglore,Delhi,0,No Info,4238,165,24,3,0,40,3,25
Multiple carriers,Delhi,Cochin,1,No Info,9794,690,21,5,7,30,19,0
Air India,Delhi,Cochin,2,No Info,7615,1580,21,3,7,5,9,25
Jet Airways,Delhi,Cochin,2,No Info,11664,2525,21,3,10,20,4,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,800,1,4,6,30,19,50
IndiGo,Kolkata,Banglore,1,No Info,3809,265,15,4,19,20,23,45
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,150,18,6,17,10,19,40
Multiple carriers,Delhi,Cochin,1,No Info,6795,830,27,5,11,40,1,30
IndiGo,Kolkata,Banglore,1,No Info,4565,290,24,4,15,15,20,5
IndiGo,Delhi,Cochin,1,No Info,12351,420,9,3,18,35,1,35
IndiGo,Delhi,Cochin,0,No Info,5021,195,18,3,21,5,0,20
Air India,Delhi,Cochin,2,No Info,10467,1220,21,5,13,5,9,25
Air India,Banglore,Delhi,0,No Info,6121,165,15,4,17,0,19,45
SpiceJet,Chennai,Kolkata,0,No Info,6300,140,15,3,17,45,20,5
Air Asia,Banglore,Delhi,0,No Info,10715,170,1,3,5,50,8,40
Air India,Kolkata,Banglore,0,No Info,5510,150,24,5,14,15,16,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,185,3,5,18,55,22,0
Air India,Mumbai,Hyderabad,2,No Info,13253,1840,6,3,12,45,19,25
Jet Airways,Kolkata,Banglore,1,No Info,13941,800,12,5,6,30,19,50
IndiGo,Kolkata,Banglore,0,No Info,4488,155,1,4,20,20,22,55
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,155,3,6,6,55,9,30
Multiple carriers,Delhi,Cochin,1,No Info,7575,470,15,5,11,25,19,15
Air India,Delhi,Cochin,2,No Info,9968,1595,27,5,16,40,19,15
Jet Airways,Delhi,Cochin,2,No Info,15129,1775,9,5,13,25,19,0
IndiGo,Kolkata,Banglore,1,No Info,4864,330,6,5,7,10,12,40
Air India,Delhi,Cochin,1,No Info,7480,965,3,6,17,20,9,25
Multiple carriers,Delhi,Cochin,1,No Info,15867,710,6,3,7,0,18,50
Jet Airways,Kolkata,Banglore,1,No Info,13067,750,21,5,9,35,22,5
Air India,Kolkata,Banglore,1,No Info,8366,905,9,5,16,50,7,55
Air India,Delhi,Cochin,2,No Info,21571,1820,3,3,12,55,19,15
Air Asia,Banglore,Delhi,0,No Info,4282,170,12,5,4,55,7,45
Air India,Delhi,Cochin,2,No Info,13591,1580,9,5,16,55,19,15
Vistara,Kolkata,Banglore,1,No Info,7927,1625,1,4,20,20,23,25
Jet Airways,Delhi,Cochin,1,No Info,14714,1680,3,6,15,0,19,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,1275,12,3,18,55,16,10
Air India,Delhi,Cochin,1,No Info,28322,1660,1,3,4,0,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1570,1,5,17,0,19,10
IndiGo,Delhi,Cochin,1,No Info,7060,290,9,6,15,10,20,0
IndiGo,Chennai,Kolkata,0,No Info,7900,145,1,3,11,35,14,0
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,85,24,6,2,55,4,20
IndiGo,Kolkata,Banglore,1,No Info,4860,275,24,4,19,35,0,10
SpiceJet,Mumbai,Hyderabad,0,No Info,2017,90,1,5,5,45,7,15
IndiGo,Kolkata,Banglore,1,No Info,5069,290,12,6,8,10,13,0
Vistara,Kolkata,Banglore,1,No Info,9397,1655,9,6,7,10,10,45
IndiGo,Delhi,Cochin,1,No Info,5073,300,6,4,10,35,15,35
Air India,Kolkata,Banglore,3,No Info,15145,1040,24,3,5,55,23,15
Multiple carriers,Delhi,Cochin,1,No Info,8099,600,24,6,9,15,19,15
Air India,Banglore,Delhi,1,No Info,14594,480,6,3,11,50,19,50
IndiGo,Delhi,Cochin,0,No Info,4729,185,27,3,14,30,17,35
IndiGo,Kolkata,Banglore,0,No Info,4804,155,21,5,22,15,0,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,19644,440,27,5,11,40,19,0
Air India,Delhi,Cochin,2,No Info,8656,1410,27,3,19,45,19,15
Jet Airways,Delhi,Cochin,2,No Info,13014,1615,9,6,9,40,12,35
IndiGo,Delhi,Cochin,1,No Info,6442,570,27,3,6,40,16,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1415,9,5,13,0,12,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,1730,6,6,9,35,14,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,800,21,5,20,0,9,20
Vistara,Kolkata,Banglore,1,No Info,8452,965,6,6,17,0,9,5
IndiGo,Delhi,Cochin,1,No Info,7144,835,18,5,8,35,22,30
SpiceJet,Banglore,Delhi,0,No Info,5126,170,9,3,20,30,23,20
Multiple carriers,Delhi,Cochin,1,No Info,6795,390,12,6,19,0,1,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,775,12,5,21,10,10,5
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4439,145,18,5,9,0,11,25
SpiceJet,Banglore,Delhi,0,No check-in baggage included,6205,175,15,3,9,35,12,30
IndiGo,Banglore,Delhi,0,No Info,4284,175,6,5,0,30,3,25
Jet Airways,Kolkata,Banglore,1,No Info,14571,425,6,6,16,30,23,35
Air Asia,Kolkata,Banglore,0,No Info,3807,150,6,4,19,55,22,25
SpiceJet,Kolkata,Banglore,0,No Info,3850,160,6,3,6,55,9,35
SpiceJet,Kolkata,Banglore,1,No Info,8479,435,18,5,11,35,18,50
Multiple carriers,Delhi,Cochin,1,No Info,8073,720,18,5,9,0,21,0
IndiGo,Banglore,Delhi,0,No Info,3943,170,1,6,13,0,15,50
IndiGo,Chennai,Kolkata,0,No Info,4332,145,9,5,11,35,14,0
SpiceJet,Kolkata,Banglore,0,No Info,4174,150,27,4,17,10,19,40
Air India,Banglore,Delhi,1,1 Long layover,14594,1265,1,3,11,50,8,55
Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,810,3,6,5,30,19,0
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093,920,15,6,7,10,22,30
IndiGo,Banglore,Delhi,0,No Info,8033,175,24,3,18,25,21,20
IndiGo,Banglore,Delhi,0,No Info,4823,180,27,6,16,55,19,55
Jet Airways,Delhi,Cochin,2,No Info,13292,910,3,6,21,25,12,35
Multiple carriers,Delhi,Cochin,1,No Info,9526,455,15,6,11,40,19,15
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815,140,21,3,22,20,0,40
IndiGo,Chennai,Kolkata,0,No Info,3597,140,27,6,13,15,15,35
Jet Airways,Delhi,Cochin,2,No Info,13376,830,15,6,14,35,4,25
SpiceJet,Mumbai,Hyderabad,0,No Info,2017,90,9,5,5,45,7,15
Air India,Kolkata,Banglore,2,No Info,11853,955,24,3,9,25,1,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,360,12,6,13,0,19,0
SpiceJet,Chennai,Kolkata,0,No Info,3859,155,24,3,9,30,12,5
Air India,Kolkata,Banglore,2,No Info,12744,1345,9,6,7,0,5,25
Multiple carriers,Delhi,Cochin,2,No Info,18485,460,1,6,17,50,1,30
Air India,Kolkata,Banglore,2,No Info,13227,1385,6,5,9,50,8,55
IndiGo,Chennai,Kolkata,0,No Info,3597,140,21,6,19,35,21,55
IndiGo,Kolkata,Banglore,0,No Info,4804,150,12,5,15,15,17,45
IndiGo,Banglore,Delhi,0,No Info,4423,165,15,6,6,5,8,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1295,9,6,15,0,12,35
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,6,5,9,45,12,0
IndiGo,Kolkata,Banglore,0,No Info,4174,160,12,4,21,25,0,5
SpiceJet,Delhi,Cochin,1,No Info,7084,375,9,3,16,35,22,50
Air India,Kolkata,Banglore,2,No Info,14960,1385,15,5,9,50,8,55
Jet Airways,Kolkata,Banglore,1,No Info,13339,590,24,3,6,30,16,20
Jet Airways,Banglore,Delhi,0,No Info,7229,180,12,4,8,20,11,20
IndiGo,Delhi,Cochin,1,No Info,6818,665,18,5,5,5,16,10
IndiGo,Delhi,Cochin,1,No Info,6316,630,9,6,15,0,1,30
Air India,Delhi,Cochin,0,No Info,5201,185,18,6,18,5,21,10
IndiGo,Delhi,Cochin,1,No Info,10958,305,18,5,23,30,4,35
IndiGo,Chennai,Kolkata,0,No Info,3858,145,21,6,11,35,14,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,360,9,6,13,0,19,0
Air India,Kolkata,Banglore,1,No Info,8996,245,24,5,9,10,13,15
Jet Airways,Delhi,Cochin,2,In-flight meal not included,8098,2315,27,3,5,10,19,45
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,1,5,8,20,10,35
Multiple carriers,Delhi,Cochin,1,No Info,10529,690,24,5,7,30,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,7438,995,21,3,2,15,18,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,865,9,5,14,0,4,25
IndiGo,Banglore,Delhi,0,No Info,4823,175,27,5,7,10,10,5
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,180,21,6,8,20,11,20
Multiple carriers,Delhi,Cochin,1,No Info,9042,380,21,3,7,0,13,20
Air India,Delhi,Cochin,1,No Info,4697,965,6,4,17,20,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,345,9,5,14,5,19,50
Air Asia,Banglore,Delhi,0,No Info,8420,170,9,6,4,55,7,45
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7563,540,6,3,7,10,16,10
Air India,Delhi,Cochin,1,No Info,7480,765,15,5,20,40,9,25
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,175,6,5,11,10,14,5
Multiple carriers,Delhi,Cochin,1,No Info,6513,920,12,6,7,10,22,30
Jet Airways,Kolkata,Banglore,1,No Info,8355,435,9,6,10,20,17,35
Multiple carriers,Delhi,Cochin,2,No Info,16655,625,21,5,15,5,1,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,750,18,5,5,45,18,15
SpiceJet,Kolkata,Banglore,0,No Info,3873,150,21,6,17,10,19,40
IndiGo,Kolkata,Banglore,0,No Info,5224,150,9,6,15,15,17,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1170,15,5,16,30,12,0
IndiGo,Kolkata,Banglore,0,No Info,4778,170,3,3,5,30,8,20
Jet Airways,Delhi,Cochin,1,No Info,16289,1320,9,3,20,50,18,50
Air India,Delhi,Cochin,0,No Info,5674,170,18,3,5,10,8,0
Air India,Mumbai,Hyderabad,2,No Info,12854,1795,12,3,6,0,11,55
Air India,Banglore,Delhi,1,No Info,8425,785,9,3,22,0,11,5
Jet Airways,Delhi,Cochin,2,In-flight meal not included,9328,2240,21,3,5,30,18,50
Multiple carriers,Delhi,Cochin,1,No Info,17057,795,3,3,2,15,15,30
Jet Airways,Banglore,Delhi,0,No Info,7229,180,3,5,19,50,22,50
IndiGo,Delhi,Cochin,1,No Info,14871,570,3,3,11,30,21,0
Jet Airways,Delhi,Cochin,2,No Info,14300,1845,27,6,12,15,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,730,12,6,21,10,9,20
Multiple carriers,Delhi,Cochin,1,No Info,10877,845,9,6,4,55,19,0
IndiGo,Kolkata,Banglore,1,No Info,5386,280,21,5,17,35,22,15
Multiple carriers,Delhi,Cochin,1,No Info,11622,485,27,3,10,45,18,50
Multiple carriers,Delhi,Cochin,1,No Info,10197,910,27,5,3,50,19,0
Air Asia,Delhi,Cochin,1,No Info,8028,345,21,5,16,45,22,30
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,1,6,12,0,13,30
Air India,Banglore,Delhi,1,No Info,6781,790,3,3,8,15,21,25
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,150,21,5,17,10,19,40
Multiple carriers,Delhi,Cochin,1,No Info,8266,535,6,6,10,20,19,15
IndiGo,Banglore,Delhi,0,No Info,6144,175,24,3,7,10,10,5
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,175,24,4,11,10,14,5
Jet Airways,Delhi,Cochin,2,No Info,14441,425,3,6,5,30,12,35
Air India,Mumbai,Hyderabad,0,No Info,3100,80,12,6,21,5,22,25
Jet Airways,Kolkata,Banglore,1,No Info,13067,1080,18,5,20,25,14,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,1720,12,6,18,55,23,35
IndiGo,Delhi,Cochin,1,No Info,6442,455,15,5,8,35,16,10
Multiple carriers,Delhi,Cochin,1,No Info,6480,640,27,6,10,20,21,0
Air India,Banglore,Delhi,1,No Info,11003,1490,3,3,10,30,11,20
Vistara,Banglore,Delhi,0,No Info,4668,170,12,6,21,0,23,50
Jet Airways,Kolkata,Banglore,1,No Info,13941,1330,9,5,6,30,4,40
Vistara,Kolkata,Banglore,1,No Info,8820,700,12,5,7,10,18,50
Air India,Delhi,Cochin,1,No Info,9064,315,9,3,17,45,23,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,685,6,6,8,25,19,50
Jet Airways,Delhi,Cochin,2,No Info,15129,810,18,5,5,30,19,0
Multiple carriers,Delhi,Cochin,1,No Info,6513,540,9,5,7,10,16,10
Jet Airways,Kolkata,Banglore,1,No Info,14676,395,9,6,17,0,23,35
IndiGo,Banglore,Delhi,0,No Info,4823,175,18,5,7,10,10,5
IndiGo,Kolkata,Banglore,0,No Info,4174,150,12,4,15,15,17,45
Jet Airways,Delhi,Cochin,2,No Info,19172,750,9,3,15,55,4,25
SpiceJet,Banglore,Delhi,0,No Info,4423,160,12,4,5,55,8,35
SpiceJet,Kolkata,Banglore,0,No Info,3873,155,12,6,6,55,9,30
IndiGo,Delhi,Cochin,1,No Info,7189,345,3,6,21,50,3,35
Jet Airways,Kolkata,Banglore,1,No Info,13731,1330,6,6,6,30,4,40
Jet Airways,Kolkata,Banglore,1,No Info,14151,1520,12,5,9,35,10,55
Air India,Chennai,Kolkata,0,No Info,4667,135,21,5,11,40,13,55
Jet Airways,Kolkata,Banglore,1,No Info,11467,1365,1,5,20,25,19,10
Vistara,Mumbai,Hyderabad,1,No Info,12395,480,6,3,8,45,16,45
Multiple carriers,Delhi,Cochin,1,No Info,7858,460,21,5,17,15,0,55
IndiGo,Kolkata,Banglore,0,No Info,4804,155,24,5,20,20,22,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,13469,800,9,6,20,25,9,45
IndiGo,Delhi,Cochin,0,No Info,7673,185,6,3,14,30,17,35
Jet Airways,Kolkata,Banglore,1,No Info,14151,1500,9,6,17,0,18,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1295,24,6,15,0,12,35
Jet Airways,Delhi,Cochin,2,No Info,13014,1615,24,6,9,40,12,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,360,9,5,13,0,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,11399,540,18,5,10,0,19,0
SpiceJet,Banglore,Delhi,0,No Info,3971,170,6,5,9,30,12,20
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6007,900,27,6,6,0,21,0
Air India,Banglore,Delhi,1,No Info,6383,745,15,3,10,30,22,55
IndiGo,Banglore,Delhi,0,No Info,5740,170,12,5,8,30,11,20
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,15,6,13,15,14,45
Multiple carriers,Delhi,Cochin,2,In-flight meal not included,5935,850,21,3,7,10,21,20
IndiGo,Kolkata,Banglore,0,No Info,4174,165,6,4,9,35,12,20
IndiGo,Delhi,Cochin,1,No Info,7738,515,21,3,4,45,13,20
Air India,Delhi,Cochin,2,No Info,10441,1275,24,5,22,0,19,15
Air India,Mumbai,Hyderabad,0,No Info,3100,80,15,3,21,5,22,25
Jet Airways,Delhi,Cochin,1,No Info,14714,1530,6,6,17,30,19,0
Vistara,Kolkata,Banglore,1,No Info,9135,1550,9,6,17,0,18,50
Air India,Kolkata,Banglore,1,No Info,7893,1540,1,4,16,50,18,30
Jet Airways,Kolkata,Banglore,1,No Info,12121,395,6,5,17,0,23,35
Air India,Delhi,Cochin,0,No Info,6094,180,9,6,14,10,17,10
IndiGo,Banglore,Delhi,0,No Info,4423,170,9,6,10,10,13,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7832,665,21,3,20,35,7,40
Vistara,Banglore,Delhi,0,No Info,5403,170,3,4,11,30,14,20
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,145,1,4,9,0,11,25
Jet Airways,Delhi,Cochin,2,No Info,11093,1060,21,3,10,45,4,25
Jet Airways,Banglore,Delhi,0,No Info,7229,180,24,4,19,50,22,50
IndiGo,Banglore,Delhi,0,No Info,4823,180,27,5,16,55,19,55
Jet Airways,Kolkata,Banglore,1,No Info,11467,575,1,5,9,35,19,10
IndiGo,Kolkata,Banglore,1,No Info,6111,330,1,5,7,10,12,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,1075,9,5,17,0,10,55
IndiGo,Delhi,Cochin,1,No Info,7258,975,27,3,4,45,21,0
Air India,Delhi,Cochin,0,No Info,4729,170,27,3,5,10,8,0
Multiple carriers,Delhi,Cochin,1,No Info,15135,580,6,3,9,10,18,50
Air India,Kolkata,Banglore,2,No Info,12718,955,24,5,9,25,1,20
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,85,18,6,2,55,4,20
IndiGo,Delhi,Cochin,1,No Info,5298,320,24,6,6,50,12,10
Jet Airways,Banglore,Delhi,1,No Info,14815,785,6,3,11,40,0,45
SpiceJet,Kolkata,Banglore,0,No Info,4491,145,18,5,9,0,11,25
Multiple carriers,Delhi,Cochin,1,No Info,11421,510,27,3,10,20,18,50
Jet Airways,Banglore,Delhi,1,No Info,12284,1420,18,3,8,0,7,40
Jet Airways,Banglore,Delhi,0,No Info,7229,165,12,5,6,0,8,45
IndiGo,Banglore,Delhi,0,No Info,4823,175,15,4,7,10,10,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,450,27,6,20,55,4,25
Multiple carriers,Delhi,Cochin,1,No Info,13587,835,27,6,7,5,21,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1165,18,5,9,0,4,25
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5999,910,21,3,7,10,22,20
Air India,Kolkata,Banglore,2,No Info,10907,610,18,5,8,20,18,30
Jet Airways,Kolkata,Banglore,1,No Info,14151,690,6,6,9,35,21,5
IndiGo,Banglore,Delhi,0,No Info,4591,170,12,5,23,30,2,20
Jet Airways,Banglore,Delhi,1,No Info,19225,375,6,3,14,5,20,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1315,6,5,14,5,12,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,705,1,5,6,30,18,15
Multiple carriers,Delhi,Cochin,1,No Info,13727,480,9,5,13,0,21,0
Jet Airways,Kolkata,Banglore,1,No Info,14151,690,18,5,9,35,21,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1100,27,6,18,15,12,35
SpiceJet,Kolkata,Banglore,0,No Info,3873,145,12,6,9,0,11,25
Jet Airways,Delhi,Cochin,2,No Info,13014,535,24,6,19,30,4,25
Air India,Kolkata,Banglore,0,No Info,5510,150,21,6,14,15,16,45
Jet Airways,Delhi,Cochin,2,No Info,17282,1060,9,3,10,45,4,25
Multiple carriers,Delhi,Cochin,2,No Info,6653,695,27,3,9,45,21,20
IndiGo,Delhi,Cochin,1,No Info,12214,315,3,3,9,55,15,10
Air India,Mumbai,Hyderabad,0,No Info,3625,90,1,5,13,55,15,25
IndiGo,Banglore,Delhi,0,No Info,6860,180,3,3,8,30,11,30
GoAir,Delhi,Cochin,1,No Info,3876,540,24,6,10,35,19,35
Vistara,Banglore,Delhi,0,No Info,5613,165,27,4,19,30,22,15
Air India,Delhi,Cochin,2,No Info,8971,1545,27,3,5,55,7,40
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,180,21,5,19,50,22,50
IndiGo,Delhi,Cochin,1,No Info,8075,635,27,3,15,0,1,35
Multiple carriers,Delhi,Cochin,1,No Info,7005,900,15,6,6,0,21,0
IndiGo,Kolkata,Banglore,0,No Info,4778,165,6,3,22,10,0,55
Vistara,Chennai,Kolkata,0,No Info,3687,135,9,5,7,5,9,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1015,9,6,11,30,4,25
IndiGo,Delhi,Cochin,1,No Info,6979,895,6,5,10,35,1,30
Multiple carriers,Delhi,Cochin,1,No Info,6717,545,21,3,7,5,16,10
Jet Airways,Banglore,Delhi,1,No Info,16736,845,6,3,8,55,23,0
Air India,Banglore,Delhi,1,No Info,7192,480,15,3,11,50,19,50
IndiGo,Kolkata,Banglore,1,No Info,4226,250,15,4,6,20,10,30
Multiple carriers,Delhi,Cochin,1,No Info,9627,630,21,5,8,30,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,4757,1005,3,4,2,15,19,0
Jet Airways,Kolkata,Banglore,1,No Info,14571,510,24,5,14,5,22,35
Air Asia,Kolkata,Banglore,1,No Info,5162,220,1,4,6,50,10,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1430,18,5,16,30,16,20
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815,150,21,3,9,0,11,30
Jet Airways,Banglore,Delhi,1,No Info,17261,1310,6,3,11,40,9,30
Jet Airways,Banglore,Delhi,1,No Info,16736,615,6,3,21,25,7,40
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,145,21,6,9,0,11,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,400,24,5,14,5,20,45
IndiGo,Delhi,Cochin,1,No Info,6838,615,21,3,10,45,21,0
Air India,Kolkata,Banglore,1,No Info,6612,1515,12,5,12,0,13,15
Air India,Banglore,Delhi,0,No Info,8851,170,9,3,13,20,16,10
Vistara,Mumbai,Hyderabad,1,No Info,12395,670,6,3,8,45,19,55
Air Asia,Banglore,Delhi,0,No Info,4282,170,24,6,4,55,7,45
Jet Airways,Kolkata,Banglore,1,No Info,14781,800,21,5,20,0,9,20
Multiple carriers,Delhi,Cochin,1,No Info,9646,765,12,6,9,45,22,30
IndiGo,Delhi,Cochin,1,No Info,6628,630,27,5,15,0,1,30
Vistara,Banglore,Delhi,0,No Info,4668,160,18,6,7,0,9,40
Multiple carriers,Delhi,Cochin,1,No Info,16863,455,6,3,18,0,1,35
Multiple carriers,Delhi,Cochin,1,No Info,12192,720,9,6,7,0,19,0
Jet Airways,Delhi,Cochin,1,No Info,12719,1570,21,3,2,15,4,25
